word,true_label,predicted_label,error_type,pos_tag,fgpos_tag,sentence
Stand,0,0,Correct,VERB,VB,‘ Stand up man .
man,0,0,Correct,NOUN,NN,‘ Stand up man .
Stay,0,1,False Positive,VERB,VB,‘ Stay in peace .
peace,0,1,False Positive,NOUN,NN,‘ Stay in peace .
Stubborn,0,0,Correct,ADJ,JJ,‘ Stubborn . ’
Sure,0,0,Correct,INTJ,UH,"‘ Sure they tried , they tried real hard , but back then I did n't"
tried,0,0,Correct,VERB,VBD,"‘ Sure they tried , they tried real hard , but back then I did n't"
tried,0,0,Correct,VERB,VBD,"‘ Sure they tried , they tried real hard , but back then I did n't"
real,0,0,Correct,ADJ,JJ,"‘ Sure they tried , they tried real hard , but back then I did n't"
hard,1,1,Correct,ADV,RB,"‘ Sure they tried , they tried real hard , but back then I did n't"
back,1,1,Correct,ADV,RB,"‘ Sure they tried , they tried real hard , but back then I did n't"
Take,0,0,Correct,VERB,VB,"‘ Take the animal now , ’ he says to his assistant gently ."
animal,0,0,Correct,NOUN,NN,"‘ Take the animal now , ’ he says to his assistant gently ."
says,0,0,Correct,VERB,VBZ,"‘ Take the animal now , ’ he says to his assistant gently ."
assistant,0,0,Correct,PROPN,NNP,"‘ Take the animal now , ’ he says to his assistant gently ."
gently,0,1,False Positive,ADV,RB,"‘ Take the animal now , ’ he says to his assistant gently ."
Taylors,0,0,Correct,PROPN,NNP,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
certain,0,0,Correct,ADJ,JJ,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
amount,0,0,Correct,NOUN,NN,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
stock,0,0,Correct,NOUN,NN,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
bringing,0,1,False Positive,VERB,VBG,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
extra,0,0,Correct,ADJ,JJ,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
samples,0,1,False Positive,NOUN,NNS,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
London,0,0,Correct,PROPN,NNP,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
especially,0,0,Correct,ADV,RB,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
show,0,1,False Positive,PROPN,NNP,‘ Taylors have a certain amount of stock but she will be bringing extra samples from London especially for the show .
Tell,0,0,Correct,VERB,VB,"‘ Tell him I am very sorry , but I must fill the quota . ’"
sorry,0,0,Correct,INTJ,UH,"‘ Tell him I am very sorry , but I must fill the quota . ’"
fill,1,1,Correct,VERB,VB,"‘ Tell him I am very sorry , but I must fill the quota . ’"
quota,0,0,Correct,NOUN,NN,"‘ Tell him I am very sorry , but I must fill the quota . ’"
Thank,0,0,Correct,VERB,VBP,"‘ Thank you , ’ Paula said faintly ."
Paula,0,0,Correct,PROPN,NNP,"‘ Thank you , ’ Paula said faintly ."
said,0,0,Correct,VERB,VBD,"‘ Thank you , ’ Paula said faintly ."
faintly,0,1,False Positive,ADV,RB,"‘ Thank you , ’ Paula said faintly ."
Thanks,0,0,Correct,NOUN,NNS,"‘ Thanks for the lunch , Gary ."
lunch,0,0,Correct,NOUN,NN,"‘ Thanks for the lunch , Gary ."
Gary,0,0,Correct,PROPN,NNP,"‘ Thanks for the lunch , Gary ."
nonsense,0,0,Correct,NOUN,NN,‘ That 's nonsense !
used,0,0,Correct,VERB,VBN,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .
say,1,0,False Negative,VERB,VB,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .
women,0,0,Correct,NOUN,NNS,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .
proof,0,0,Correct,NOUN,NN,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .
saying,1,0,False Negative,VERB,VBG,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .
child,0,0,Correct,NOUN,NN,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .
FALSE,1,0,False Negative,ADJ,JJ,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .
girl,0,0,Correct,NOUN,NN,‘ That girl is a dog ! ’
dog,1,0,False Negative,NOUN,NN,‘ That girl is a dog ! ’
girl,0,0,Correct,NOUN,NN,"‘ That girl is serious about giving it up , real serious , heavy serious !"
serious,0,0,Correct,ADJ,JJ,"‘ That girl is serious about giving it up , real serious , heavy serious !"
giving,0,1,False Positive,VERB,VBG,"‘ That girl is serious about giving it up , real serious , heavy serious !"
real,0,0,Correct,ADJ,JJ,"‘ That girl is serious about giving it up , real serious , heavy serious !"
serious,0,1,False Positive,ADJ,JJ,"‘ That girl is serious about giving it up , real serious , heavy serious !"
heavy,1,1,Correct,ADJ,JJ,"‘ That girl is serious about giving it up , real serious , heavy serious !"
serious,0,1,False Positive,ADJ,JJ,"‘ That girl is serious about giving it up , real serious , heavy serious !"
House,0,0,Correct,NOUN,NN,‘ The House of Oliver … ?
Oliver,0,0,Correct,PROPN,NNP,‘ The House of Oliver … ?
Masai,0,0,Correct,PROPN,NNP,‘ The Masai are brave . ’
brave,0,1,False Positive,ADJ,JJ,‘ The Masai are brave . ’
cells,0,0,Correct,NOUN,NNS,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
luxurious,0,0,Correct,ADJ,JJ,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
compared,0,1,False Positive,VERB,VBN,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
things,1,1,Correct,NOUN,NNS,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
put,0,1,False Positive,VERB,VB,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
Army,0,0,Correct,NOUN,NN,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
said,0,0,Correct,VERB,VBD,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
staff,0,0,Correct,NOUN,NN,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
member,1,1,Correct,NOUN,NN,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
Press,0,0,Correct,NOUN,NN,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
tour,0,0,Correct,VERB,VB,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
jail,0,0,Correct,NOUN,NN,"‘ The cells are luxurious compared to some of the things we put up with in the Army , ’ said one staff member during a Press tour of the jail ."
crux,0,0,Correct,ADJ,JJ,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
argument,0,0,Correct,NOUN,NN,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
need,0,0,Correct,VERB,VB,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
toxic,0,0,Correct,ADJ,JJ,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
wastes,0,0,Correct,NOUN,NNS,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
fact,0,0,Correct,NOUN,NN,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
plants,1,1,Correct,NOUN,NNS,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
Rechem,0,0,Correct,PROPN,NNP,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
exist,0,0,Correct,VERB,VBP,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
providing,0,0,Correct,VERB,VBG,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
easy,0,0,Correct,ADJ,JJ,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
options,0,0,Correct,NOUN,NNS,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
companies,0,0,Correct,NOUN,NNS,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
acting,1,1,Correct,VERB,VBG,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
disincentive,0,0,Correct,ADJ,JJ,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
companies,0,0,Correct,NOUN,NNS,"‘ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up . ’"
